timestamp,turn,decision,move,gold,life,number_of_mines
2025-12-12T11:59:18.854162,0,TAKE_NEAREST_MINE,North,0,100,0
2025-12-12T11:59:19.507713,4,TAKE_NEAREST_MINE,East,1,79,1
2025-12-12T11:59:20.156741,8,TAKE_NEAREST_MINE,East,2,78,1
2025-12-12T11:59:20.806410,12,TAKE_NEAREST_MINE,East,3,77,1
2025-12-12T11:59:21.448068,16,TAKE_NEAREST_MINE,East,4,76,1
2025-12-12T11:59:22.103662,20,TAKE_NEAREST_MINE,East,5,75,1
2025-12-12T11:59:22.750623,24,TAKE_NEAREST_MINE,North,6,74,1
2025-12-12T11:59:23.400995,28,TAKE_NEAREST_MINE,South,8,53,2
2025-12-12T11:59:24.051748,32,TAKE_NEAREST_MINE,South,10,52,2
2025-12-12T11:59:24.700262,36,NEAREST_TAVERN,North,12,31,2
2025-12-12T11:59:25.348098,40,NEAREST_TAVERN,North,14,30,2
2025-12-12T11:59:26.000439,44,NEAREST_TAVERN,West,16,29,2
2025-12-12T11:59:26.650777,48,NEAREST_TAVERN,West,18,28,2
2025-12-12T11:59:27.301535,52,NEAREST_TAVERN,North,20,27,2
2025-12-12T11:59:27.932134,56,NEAREST_TAVERN,North,22,26,2
2025-12-12T11:59:28.583753,60,NEAREST_TAVERN,East,24,25,2
2025-12-12T11:59:29.239088,64,NEAREST_TAVERN,East,26,24,2
2025-12-12T11:59:29.868879,68,NEAREST_TAVERN,East,28,23,2
2025-12-12T11:59:30.524747,72,NEAREST_TAVERN,East,30,22,2
2025-12-12T11:59:31.149198,76,NEAREST_TAVERN,South,32,21,2
2025-12-12T11:59:31.802970,80,NEAREST_TAVERN,South,34,20,2
2025-12-12T11:59:32.457415,84,NEAREST_TAVERN,East,36,19,2
2025-12-12T11:59:33.108463,88,NEAREST_TAVERN,East,38,18,2
2025-12-12T11:59:33.758318,92,TAKE_NEAREST_MINE,South,38,67,2
2025-12-12T11:59:34.410392,96,TAKE_NEAREST_MINE,East,40,66,2
